HAVELLS ISOLATOR SWITCH,0,0,0,0,0,0,
HAVELLS MCBS 50A,0,0,0,800,800,0,
HAVELLS MCBS 6/10/16/32AMPS,0,0,0,350,350,0,
HAVELLS MCBS 63A,0,0,0,800,800,0,
HAVELLS T/P 125A ISOLATOR,0,0,0,2000,2000,0,
HAVELLS T/P MCB 40A,0,0,0,1500,1500,0,
HAVELLS T/P MCB 63A,0,0,0,1500,1500,0,
OVERLOAD RELAY ( CHINT),0,0,0,2500,2500,0,
PHASE FAILURE,0,0,0,4000,4000,0,

Item Description,Stock Bal.,Cost Price,Cost Value,Sell Price,Profit,Sell Value,
PLASTIC COVER 63 AMPS,0,0,0,250,250,0,
PLASTIC COVER TRIPLE POLE,0,0,0,250,250,0,
SWTCH FUSE ISOLATOR 32AMPS,0,0,0,0,0,0,
SWTCH FUSE ISOLATOR 63AMPS,0,0,0,0,0,0,
"HOME APP
CENTON INSTANTSHOWER 707E",0,0,0,11000,11000,0,
DONUTS MAKER,0,0,0,0,0,0,
DVD STAND,0,0,0,0,0,0,
ELECTRIC KETTLE PREMIER,1,2200,2200,0,-2200,0,
ELECTRIC SHAVER,0,0,0,0,0,0,
ELEMENT HEATER WESTON 3KW,0,0,0,2000,2000,0,
ELEMENT WIRE 200A SMALL,0,0,0,250,250,0,
ELEMENT WIRE 300A BIG,0,0,0,300,300,0,
FAME SUPER DUCHA SHOWER,0,0,0,2800,2800,0,
FAME ELEMENT SALTY,0,0,0,850,850,0,
FAME SUPER DUCHA 4 ELECTRONIC PC,0,0,0,11000,11000,0,
3500W SHIELDED,0,0,0,250,250,0,
GRIL PAN,0,0,0,0,0,0,
HOTPOT,0,0,0,4000,4000,0,
INFARED COOKER DOUBLE,0,6800,0,8500,1700,0,
INFARED COOKER SINGLE,0,0,0,4500,4500,0,
INSTANT WATER HEATER 3L,1,5200,5200,0,-5200,0,
INSTANT WATER HEATER 3L,0,5600,0,13000,7400,0,
INSTOLATION,0,0,0,0,0,0,
IRON PHILIPS ORIGINAL PC,0,0,0,3000,3000,0,
MICROPHONE WIRELESS,1,0,0,3700,3700,3700,
